scores
240
107
289
59
451
70
42
72
42
372
234
91
127
92
226
235
504
71
42
42
42
187
195
400
264
905
115
290
300
335
69
62
198
736
130
76
418
386
79
728
377
811
42
287
705
167
68
67
50
600
415
668
360
132
481
1168
422
852
225
882
200
1024
892
76
90
42
621
66
1026
104
82
146
174
52
802
537
890
590
52
860
43
702
139
65
83
579
287
676
67
290
150
69
859
1243
756
1099
128
1508
75
270
400
241
352
104
94
1232
511
936
477
106
1787
1415
713
146
53
42
293
542
558
502
281
166
91
144
536
200
174
422
72
925
51
42
298
272
622
363
112
79
334
43
906
114
42
688
309
580
234
146
774
231
159
365
223
50
301
772
763
700
855
89
121
155
77
200
469
265
50
186
54
338
56
185
345
661
135
185
187
538
259
259
236
327
401
183
121
85
272
161
918
1014
632
498
42
591
528
121
790
486
58
379
318
636
429
130
66
280
648
208
62
183
544
112
138
364
100
64
195
92
153
371
545
77
628
452
42
241
543
136
800
580
184
762
42
1489
492
80
133
975
326
178
482
758
232
75
222
867
50
1048
85
1915
155
167
929
100
42
848
100
129
92
127
381
54
135
42
151
263
831
164
239
73
74
116
55
137
417
360
52
75
52
1048
91
100
199
926
52
75
165
954
93
1200
51
52
183
64
600
85
712
292
367
42
42
92
905
236
92
569
347
227
52
400
674
53
64
788
434
51
100
295
600
218
42
62
652
516
84
559
207
52
63
88
59
143
77
400
294
369
368
345
295
342
66
91
61
247
738
85
66
174
51
974
42
477
333
444
43
108
121
182
781
42
124
710
151
248
72
79
85
991
42
42
42
58
57
648
678
724
296
42
50
982
178
1189
134
611
664
110
52
422
271
420
59
725
356
299
1039
717
184
48
336
53
795
77
335
923
365
51
42
401
423
919
400
373
850
113
52
279
126
223
42
70
691
81
60
171
386
646
120
1168
89
1176
1359
73
529
366
124
419
728
283
151
549
90
215
400
138
1068
77
127
1190
76
89
1230
112
1190
339
317
662
326
415
81
723
651
232
86
67
1088
1270
921
244
60
83
734
1687
200
1068
520
257
856
186
788
56
61
170
803
707
475
475
431
66
62
614
163
71
1435
192
95
313
521
349
84
445
98
294
700
256
495
433
667
1236
145
1036
65
1108
1129
75
475
51
687
94
1515
116
600
276
1727
103
281
83
1122
1172
50
391
363
99
1520
100
827
317
48
842
633
155
216
42
821
504
174
1247
100
1137
42
262
435
121
335
176
770
463
42
244
371
147
149
363
761
605
784
1451
562
57
204
119
398
401
119
67
100
527
185
424
530
475
125
841
276
408
987
412
700
500
285
91
499
344
95
52
58
152
297
584
149
77
85
57
621
43
150
1040
143
708
1088
1479
1651
399
403
1190
87
381
771
141
132
51
1180
65
1238
1479
362
768
67
300
942
137
313
2338
50
74
1049
84
269
991
87
2516
74
642
121
375
120
2019
623
1479
256
94
374
581
849
1217
276
269
100
1291
42
200
214
782
73
848
79
1695
235
53
42
545
768
1225
92
599
707
57
42
48
447
857
57
52
63
300
75
773
97
127
1290
500
928
188
768
499
136
145
1151
54
436
1400
790
1351
171
795
706
102
970
184
142
478
586
257
63
89
219
1034
293
501
336
273
1475
50
100
49
505
1961
277
1494
140
1448
1190
52
184
147
1038
800
975
1107
57
69
42
575
716
171
841
420
157
72
412
835
528
42
705
106
98
883
635
898
397
157
87
1042
171
210
1130
103
59
42
785
597
68
68
524
396
378
74
932
389
108
82
42
1227
160
299
112
254
152
161
86
833
707
149
2901
150
287
1092
42
380
454
73
627
333
586
864
750
1920
505
849
43
52
950
135
300
75
52
120
68
953
176
50
70
1498
644
629
42
596
795
700
715
42
90
591
724
293
735
1448
376
1417
103
177
181
536
1985
392
140
570
233
194
704
1000
1002
1542
1193
436
246
451
554
141
300
1103
1475
228
367
171
481
74
96
73
222
76
42
230
151
309
911
75
42
407
314
145
200
350
284
82
392
462
217
550
42
64
42
128
301
52
133
178
300
75
296
53
42
96
61
405
302
371
258
312
52
63
200
200
76
231
971
42
78
73
796
770
132
81
132
191
300
135
83
91
672
42
455
128
189
496
87
216
184
105
329
625
52
200
424
43
61
87
78
85
260
190
132
243
190
486
42
280
193
124
195
67
123
167
331
148
123
42
42
84
148
56
293
175
555
469
58
106
265
61
79
275
223
126
135
257
292
52
69
70
90
128
1084
227
116
56
726
1027
99
57
145
412
200
72
400
226
277
79
79
576
1092
100
76
51
1132
417
75
256
102
820
564
42
855
1032
399
189
165
101
227
315
291
50
42
423
131
194
741
239
55
98
855
726
114
50
163
644
63
771
128
65
42
336
657
200
383
219
42
163
651
241
206
578
60
744
262
777
57
64
50
177
58
153
129
184
67
128
547
168
60
82
279
1000
432
98
102
155
194
460
125
252
121
130
267
65
52
77
630
128
867
51
76
43
130
528
166
321
56
120
429
1640
88
932
126
271
183
58
232
43
796
587
295
255
168
1263
226
129
69
128
965
592
42
333
92
58
130
958
231
65
1396
228
70
79
600
59
977
141
44
91
149
208
44
302
80
141
392
400
53
85
81
466
377
510
264
42
42
42
42
596
59
197
259
70
255
271
42
107
213
269
581
345
101
114
100
70
93
44
263
900
100
289
151
64
110
331
100
263
67
94
100
590
149
42
42
52
42
764
945
54
95
42
55
269
503
317
409
62
66
42
91
265
67
65
1334
61
1305
457
285
305
551
145
529
42
78
226
334
551
570
766
669
384
164
216
283
618
288
300
42
92
299
129
243
577
133
58
330
57
70
42
333
192
195
426
160
338
89
752
232
476
380
51
86
226
326
268
707
200
61
42
128
1096
478
42
112
79
138
64
375
205
274
134
164
449
79
1268
457
69
59
551
868
142
152
58
56
516
472
445
313
117
42
107
279
187
1129
42
233
680
997
302
374
1110
536
781
292
322
140
431
129
583
452
42
75
860
900
428
131
192
74
284
699
67
192
296
317
549
500
52
95
88
446
825
410
42
82
48
50
672
606
420
92
77
467
879
470
64
42
202
1152
128
140
92
69
42
87
658
220
354
62
186
279
100
52
130
828
87
42
204
491
42
131
134
1673
42
73
42
53
102
863
72
236
266
127
66
133
570
252
219
378
47
244
211
172
193
74
69
44
103
52
98
42
253
43
54
86
76
82
92
99
55
63
60
73
111
138
90
54
50
71
43
117
52
97
81
72
44
152
52
118
143
44
57
250
276
75
86
167
188
134
114
44
91
85
95
109
192
87
62
142
44
44
127
245
149
43
127
101
59
75
86
102
74
44
201
93
43
51
67
82
96
637
44
134
43
56
256
866
94
120
100
84
147
150
93
102
131
130
53
122
72
137
165
44
101
137
183
111
68
88
55
183
300
377
62
351
81
73
121
65
60
297
87
73
675
59
132
43
116
396
115
109
77
66
126
153
86
212
61
396
164
553
142
384
525
198
140
275
57
100
295
756
172
101
400
85
146
267
195
171
84
74
106
55
631
400
130
92
200
554
220
53
1421
327
290
84
220
662
536
128
383
257
1443
994
536
706
891
283
602
153
567
1131
1116
88
807
620
153
63
268
268
300
420
361
144
714
346
633
86
126
297
274
1512
233
276
219
356
181
383
159
682
864
105
1077
403
1121
550
1085
201
327
1010
503
363
86
657
314
372
44
266
166
502
232
94
400
65
448
509
292
82
53
328
283
193
157
79
54
261
80
188
650
254
360
52
161
151
227
59
348
133
285
257
614
1169
254
389
137
739
542
362
53
164
42
110
43
44
43
52
156
175
82
54
43
64
115
62
119
52
47
63
154
80
109
54
100
225
141
111
57
101
223
92
366
59
146
133
91
98
132
209
75
156
74
127
130
175
474
295
263
76
178
191
240
247
353
88
131
178
687
579
42
490
58
1221
3129
127
1141
179
472
861
97
319
449
678
1030
165
260
793
187
73
721
500
60
767
221
125
120
70
200
1100
694
248
321
162
820
403
1567
634
1879
634
703
152
637
496
367
335
106
244
42
305
95
594
776
154
121
133
938
119
1681
765
58
59
51
1743
998
1790
954
975
432
495
928
100
1055
1381
125
262
493
1248
928
1034
246
42
140
742
546
1367
42
634
1060
2609
178
373
2658
1158
50
1468
1266
198
108
476
929
97
1258
214
141
376
371
508
1274
42
550
974
1180
1448
1368
1307
129
774
626
3035
69
1472
312
1100
1568
90
95
582
52
660
1572
399
439
184
223
51
605
50
941
55
76
808
1354
83
428
275
296
856
623
752
2021
420
469
533
70
707
518
152
462
465
1639
868
795
410
1490
177
1509
1319
2884
1545
79
1434
800
172
249
267
1596
1500
307
700
100
495
674
769
1356
352
437
963
881
228
400
240
1176
1487
733
820
2146
1630
42
2314
1561
52
865
2439
2546
1271
160
60
1063
1708
262
1613
3046
63
357
156
1038
556
164
1053
1154
510
358
125
1674
271
100
2164
612
965
168
1787
322
58
775
316
354
175
273
134
92
493
2056
1145
1726
200
416
643
362
93
153
78
109
628
299
240
271
55
190
1247
191
575
678
262
478
1100
116
364
278
449
291
2957
3159
149
1345
288
1123
1184
207
670
255
209
261
59
88
367
167
1437
529
500
200
873
1042
868
194
506
702
251
754
1459
534
1130
1551
48
155
1020
378
1439
372
2093
800
368
316
753
1224
59
386
564
542
1285
64
1200
1040
186
1300
63
310
391
500
754
625
528
699
491
175
207
361
303
1000
500
1023
43
43
1528
49
81
1535
137
358
144
987
77
65
167
1300
116
2229
775
50
186
1292
370
1371
70
2237
167
3185
3155
710
807
745
1196
412
96
1543
67
1658
3158
52
1063
520
62
446
2777
430
62
209
307
178
1313
704
73
609
888
600
452
577
62
1450
1019
617
1475
123
3009
193
148
355
824
131
193
381
1226
42
1704
1538
48
688
934
189
1485
1608
52
1432
214
305
2456
492
2308
1200
795
2216
1000
1964
1300
333
364
193
966
156
42
1100
503
158
224
93
1045
656
626
478
1655
140
1296
53
47
1270
68
212
55
926
224
599
65
1004
1638
614
805
241
100
508
50
702
297
245
321
62
1804
70
42
395
67
820
56
186
603
440
666
1454
237
1045
947
401
239
232
247
88
135
885
709
255
523
166
1041
389
1261
58
193
517
715
507
107
88
512
457
317
200
132
544
211
598
124
1718
188
331
260
147
334
142
76
154
185
103
822
424
367
51
132
609
337
87
640
855
236
658
102
670
807
224
1933
716
287
145
517
1438
224
1962
2353
242
743
142
278
910
97
142
42
100
400
741
197
1066
44
768
311
1773
853
936
894
842
42
158
67
1560
71
1827
1646
467
103
1157
3605
796
421
133
190
316
